reporter_code,trade_year,trade_flow,partner_code,commodities_code,trade_value
100,2020,Export,0,7108,29119575.768
124,2020,Export,0,7108,16012899883.027
156,2020,Import,0,7108,11414919164.0
156,2020,Export,0,7108,3545015055.0
191,2020,Import,0,7108,35632411.0
191,2020,Export,0,7108,75666092.0
192,2020,Import,0,7108,4937.74
196,2020,Import,0,7108,5200483.493
196,2020,Export,0,7108,13143066.621
203,2020,Import,0,7108,331331474.0
233,2020,Export,0,7108,117408897.61
251,2020,Import,0,7108,1233186586.334
251,2020,Export,0,7108,1369338383.785
258,2020,Export,0,7108,672746.235
268,2020,Import,0,7108,627.83
268,2020,Export,0,7108,97571530.01
300,2020,Export,0,7108,30894903.239
392,2020,Export,0,7108,8324742799.706
417,2020,Import,0,7108,287221.0
417,2020,Export,0,7108,986997530.0
428,2020,Import,0,7108,15545272.93
428,2020,Export,0,7108,7674536.669
440,2020,Import,0,7108,11610450.0
440,2020,Export,0,7108,644454.0
442,2020,Import,0,7108,102801125.365
442,2020,Export,0,7108,52975663.428
470,2020,Import,0,7108,4498404.167
470,2020,Export,0,7108,2176572.124
498,2020,Import,0,7108,1592.0
498,2020,Export,0,7108,613103.0
499,2020,Import,0,7108,15320.238
504,2020,Export,0,7108,45327796.716
554,2020,Export,0,7108,334265455.4
586,2020,Import,0,7108,6755858.653
616,2020,Export,0,7108,167155463.0
620,2020,Export,0,7108,223260941.357
643,2020,Import,0,7108,23919091.18
688,2020,Import,0,7108,35084379.0
688,2020,Export,0,7108,17082184.0
703,2020,Export,0,7108,76548928.526
705,2020,Import,0,7108,110281127.02
705,2020,Export,0,7108,32968171.94
716,2020,Import,0,7108,1673.07
716,2020,Export,0,7108,982257743.43
792,2020,Import,0,7108,25183791731.0
792,2020,Export,0,7108,2779978131.0
804,2020,Import,0,7108,90113141.71
804,2020,Export,0,7108,40392231.49
807,2020,Export,0,7108,831099.32
860,2020,Import,0,7108,25286645.0
31,2021,Export,0,7108,202642257.0
48,2021,Import,0,7108,255459989.41
48,2021,Export,0,7108,201421612.978
51,2021,Import,0,7108,90039296.63
51,2021,Export,0,7108,133804489.66
100,2021,Import,0,7108,41151858.689
100,2021,Export,0,7108,23808998.492
124,2021,Export,0,7108,15242501524.095
156,2021,Import,0,7108,47279366447.0
191,2021,Import,0,7108,65515596.0
191,2021,Export,0,7108,98653279.0
196,2021,Import,0,7108,22542196.477
196,2021,Export,0,7108,19749662.63
208,2021,Import,0,7108,43806746.636
208,2021,Export,0,7108,19768026.693
233,2021,Import,0,7108,188572099.64
233,2021,Export,0,7108,135102364.5
251,2021,Import,0,7108,1545252297.821
258,2021,Export,0,7108,448656.372
268,2021,Export,0,7108,64220323.31
300,2021,Import,0,7108,13637628.54
300,2021,Export,0,7108,17651100.478
372,2021,Export,0,7108,15870241.297
392,2021,Import,0,7108,298365903.302
392,2021,Export,0,7108,7632708612.936
404,2021,Import,0,7108,13294.602
417,2021,Import,0,7108,20521852.0
417,2021,Export,0,7108,1412999831.0
428,2021,Import,0,7108,20018617.777
428,2021,Export,0,7108,8207523.483
440,2021,Export,0,7108,218117.0
462,2021,Import,0,7108,34793.375
470,2021,Export,0,7108,2300115.294
498,2021,Import,0,7108,208269.0
498,2021,Export,0,7108,869827.0
499,2021,Import,0,7108,15756.706
504,2021,Export,0,7108,40370158.938
524,2021,Import,0,7108,325136820.63
554,2021,Import,0,7108,126309014.201
554,2021,Export,0,7108,333771730.154
586,2021,Import,0,7108,14792373.863
586,2021,Export,0,7108,419.824
620,2021,Import,0,7108,57162735.699
620,2021,Export,0,7108,131305606.847
643,2021,Import,0,7108,19313199.179
688,2021,Import,0,7108,43091425.0
688,2021,Export,0,7108,19154309.0
703,2021,Export,0,7108,42297121.119
705,2021,Import,0,7108,213661398.218
705,2021,Export,0,7108,26311454.808
716,2021,Export,0,7108,1612843356.29
724,2021,Import,0,7108,1116599699.942
788,2021,Import,0,7108,19156577.527
788,2021,Export,0,7108,30808.869
792,2021,Import,0,7108,5498631688.0
792,2021,Export,0,7108,3482598318.0
800,2021,Import,0,7108,1094593074.01
800,2021,Export,0,7108,1032854557.1
804,2021,Import,0,7108,118319188.45
804,2021,Export,0,7108,27621641.69
807,2021,Import,0,7108,437681.83
807,2021,Export,0,7108,686141.09
834,2021,Import,0,7108,242124.69
834,2021,Export,0,7108,2743129698.5
882,2021,Import,0,7108,6344.841
894,2021,Import,0,7108,4418.032
894,2021,Export,0,7108,64992330.476
31,2022,Import,0,7108,3794615.83
31,2022,Export,0,7108,185624742.64
48,2022,Import,0,7108,405381039.3
48,2022,Export,0,7108,90480664.778
51,2022,Import,0,7108,234586473.81
51,2022,Export,0,7108,414205978.31
64,2022,Import,0,7108,592581.146
100,2022,Export,0,7108,18144281.925
124,2022,Export,0,7108,18493810189.588
156,2022,Import,0,7108,76653531864.0
191,2022,Import,0,7108,246948587.0
191,2022,Export,0,7108,139502581.0
192,2022,Import,0,7108,4260.45
196,2022,Import,0,7108,30492167.746
196,2022,Export,0,7108,25238641.868
233,2022,Import,0,7108,172862213.74
233,2022,Export,0,7108,113473859.84
258,2022,Import,0,7108,290722.768
258,2022,Export,0,7108,242108.104
372,2022,Export,0,7108,15969881.579
392,2022,Import,0,7108,273056878.029
404,2022,Import,0,7108,5081.192
404,2022,Export,0,7108,32437409.848
428,2022,Export,0,7108,15190565.569
440,2022,Export,0,7108,674834.0
442,2022,Import,0,7108,97672024.436
442,2022,Export,0,7108,87087787.365
462,2022,Import,0,7108,338450.251
470,2022,Import,0,7108,4205045.373
470,2022,Export,0,7108,2205304.971
498,2022,Import,0,7108,405486.0
498,2022,Export,0,7108,1320512.0
499,2022,Import,0,7108,70692.167
504,2022,Import,0,7108,26390737.458
508,2022,Import,0,7108,96.687
508,2022,Export,0,7108,2602982.08
524,2022,Import,0,7108,396962411.648
524,2022,Export,0,7108,28750.372
554,2022,Export,0,7108,397958431.347
586,2022,Import,0,7108,27338489.215
688,2022,Import,0,7108,128799701.0
688,2022,Export,0,7108,15967260.0
703,2022,Export,0,7108,21387396.614
705,2022,Export,0,7108,29029115.3
716,2022,Import,0,7108,9496.1
762,2022,Import,0,7108,43062.0
762,2022,Export,0,7108,54064205.0
788,2022,Import,0,7108,28435068.508
792,2022,Import,0,7108,20440349004.0
792,2022,Export,0,7108,1051002454.0
800,2022,Import,0,7108,201380159.02
804,2022,Import,0,7108,30467687.75
804,2022,Export,0,7108,6202570.55
807,2022,Export,0,7108,650726.52
860,2022,Import,0,7108,4974497.0
894,2022,Import,0,7108,124403.657
31,2023,Import,0,7108,3438212.0
31,2023,Export,0,7108,162755819.37
64,2023,Import,0,7108,1113213.051
100,2023,Export,0,7108,20035736.658
124,2023,Export,0,7108,21357933191.863
156,2023,Import,0,7108,91915683973.0
156,2023,Export,0,7108,3891153399.0
191,2023,Import,0,7108,138942582.0
191,2023,Export,0,7108,68051855.0
196,2023,Import,0,7108,14626926.133
208,2023,Export,0,7108,19758453.345
233,2023,Import,0,7108,103763557.7
233,2023,Export,0,7108,103577003.27
246,2023,Export,0,7108,6588316.754
372,2023,Export,0,7108,13740894.619
398,2023,Import,0,7108,152734689.65
417,2023,Import,0,7108,18181746.0
417,2023,Export,0,7108,1284332757.0
428,2023,Export,0,7108,11923500.485
440,2023,Import,0,7108,23602609.0
440,2023,Export,0,7108,1344832.0
442,2023,Import,0,7108,28771183.989
442,2023,Export,0,7108,152365290.669
470,2023,Import,0,7108,3673575.536
470,2023,Export,0,7108,3215843.172
498,2023,Import,0,7108,5006.0
498,2023,Export,0,7108,1744315.0
508,2023,Export,0,7108,20208000.0
528,2023,Export,0,7108,273554314.302
554,2023,Import,0,7108,44735456.705
554,2023,Export,0,7108,464412956.243
586,2023,Import,0,7108,29592307.659
598,2023,Export,0,7108,325194837.81
620,2023,Import,0,7108,67051656.695
620,2023,Export,0,7108,170618231.527
688,2023,Import,0,7108,58229367.0
688,2023,Export,0,7108,12629428.0
703,2023,Export,0,7108,21549161.344
705,2023,Import,0,7108,148409328.199
705,2023,Export,0,7108,19596892.037
716,2023,Import,0,7108,7519.14
724,2023,Export,0,7108,2976011481.51
740,2023,Export,0,7108,1167321201.223
792,2023,Import,0,7108,30016830926.0
792,2023,Export,0,7108,4329534058.0
800,2023,Import,0,7108,1899770346.2
800,2023,Export,0,7108,2228569033.94
804,2023,Import,0,7108,78244017.18
804,2023,Export,0,7108,1489266.39
807,2023,Import,0,7108,3781724.244
826,2023,Import,0,7108,48024108167.988
834,2023,Import,0,7108,11522.39
834,2023,Export,0,7108,3058855241.29
860,2023,Import,0,7108,4208520.0
31,2024,Import,0,7108,3312934649.2
31,2024,Export,0,7108,211908629.62
48,2024,Import,0,7108,316299676.876
48,2024,Export,0,7108,160264932.585
100,2024,Export,0,7108,46962731.093
156,2024,Import,0,7108,102710597652.0
156,2024,Export,0,7108,12358141473.0
191,2024,Export,0,7108,77693830.0
196,2024,Import,0,7108,12485219.64
208,2024,Import,0,7108,25939609.756
233,2024,Import,0,7108,198243723.19
233,2024,Export,0,7108,179593193.11
372,2024,Export,0,7108,10976782.842
380,2024,Import,0,7108,10348188431.06
392,2024,Import,0,7108,500404561.698
398,2024,Import,0,7108,541191592.93
404,2024,Import,0,7108,2116.007
404,2024,Export,0,7108,24065266.362
442,2024,Import,0,7108,20334058.619
442,2024,Export,0,7108,167398776.693
462,2024,Import,0,7108,96130.454
470,2024,Import,0,7108,60906011.743
470,2024,Export,0,7108,60760081.962
504,2024,Export,0,7108,33867896.821
508,2024,Import,0,7108,305.8
508,2024,Export,0,7108,27216774.0
554,2024,Import,0,7108,29207085.261
554,2024,Export,0,7108,607633425.091
586,2024,Import,0,7108,23301870.18
703,2024,Export,0,7108,32392244.164
705,2024,Import,0,7108,160677964.546
705,2024,Export,0,7108,35816286.375
716,2024,Import,0,7108,10125.24
800,2024,Import,0,7108,3272753337.38
800,2024,Export,0,7108,3377412844.06
807,2024,Import,0,7108,7200920.95
834,2024,Export,0,7108,3419643899.724
882,2024,Import,0,7108,13147.302
860,2020,Export,0,7108,5804440000.0
218,2022,Import,0,7108,105510.4
218,2022,Export,0,7108,902808962.3
860,2023,Export,0,7108,8153800000.0
208,2020,Import,0,7108,19765220.018
208,2020,Export,0,7108,15369503.639
508,2020,Export,0,7108,1783198.49
372,2021,Import,0,7108,36783095.905
470,2021,Import,0,7108,4138748.974
68,2022,Import,0,7108,327587.0
208,2022,Import,0,7108,47241159.986
214,2022,Import,0,7108,321479069.113
300,2022,Export,0,7108,40449862.986
528,2022,Export,0,7108,248599020.814
703,2022,Import,0,7108,100436387.513
716,2022,Export,0,7108,1992346633.38
36,2023,Import,0,7108,5703937220.86
196,2023,Export,0,7108,9585197.625
208,2023,Import,0,7108,27975360.656
246,2023,Import,0,7108,35242060.611
288,2023,Import,0,7108,1652514.911
484,2023,Import,0,7108,139485279.0
616,2023,Export,0,7108,272178561.0
703,2023,Import,0,7108,63586448.11
36,2024,Import,0,7108,6531523921.579
68,2024,Import,0,7108,255851.0
372,2024,Import,0,7108,26795028.587
380,2024,Export,0,7108,5104078140.818
348,2024,Export,0,7108,84963783.0
20,2020,Import,0,7108,3901230.789
36,2020,Import,0,7108,6369157624.492
40,2020,Import,0,7108,2560439184.112
40,2020,Export,0,7108,1630308004.175
52,2020,Import,0,7108,2178.0
56,2020,Import,0,7108,765581476.071
68,2020,Import,0,7108,320063.53
70,2020,Import,0,7108,953236.18
70,2020,Export,0,7108,634012.05
96,2020,Import,0,7108,353.8
104,2020,Import,0,7108,49800.0
116,2020,Import,0,7108,864839197.49
124,2020,Import,0,7108,8702577384.409
136,2020,Import,0,7108,90993198.057
144,2020,Import,0,7108,8621886.552
144,2020,Export,0,7108,4758.382
152,2020,Import,0,7108,18052.89
188,2020,Import,0,7108,1012120.66
203,2020,Export,0,7108,92323744.0
204,2020,Export,0,7108,14767895.955
214,2020,Export,0,7108,1766244583.65
218,2020,Import,0,7108,3219.289
231,2020,Import,0,7108,146.67
246,2020,Import,0,7108,71866629.661
258,2020,Import,0,7108,129222.952
270,2020,Import,0,7108,496.034
275,2020,Import,0,7108,2561.31
276,2020,Import,0,7108,8260249195.518
276,2020,Export,0,7108,8689651304.401
300,2020,Import,0,7108,6222427.956
308,2020,Import,0,7108,15624.446
328,2020,Import,0,7108,5080.275
344,2020,Export,0,7108,41283352728.03
348,2020,Import,0,7108,56851710.0
352,2020,Import,0,7108,663787.199
372,2020,Export,0,7108,8259111.91
376,2020,Import,0,7108,16505000.0
376,2020,Export,0,7108,24292000.0
380,2020,Import,0,7108,9717387228.42
392,2020,Import,0,7108,269076129.046
400,2020,Import,0,7108,128536374.88
400,2020,Export,0,7108,437815183.49
418,2020,Export,0,7108,457051271.88
422,2020,Import,0,7108,586878987.0
430,2020,Export,0,7108,117742754.808
446,2020,Import,0,7108,11807222.134
484,2020,Import,0,7108,102059665.0
484,2020,Export,0,7108,3488850587.0
490,2020,Import,0,7108,1980856487.493
490,2020,Export,0,7108,2137023087.247
504,2020,Import,0,7108,21675.403
512,2020,Import,0,7108,222993181.491
524,2020,Import,0,7108,141393170.85
528,2020,Import,0,7108,555768269.954
528,2020,Export,0,7108,294728627.083
531,2020,Import,0,7108,78770.919
554,2020,Import,0,7108,125901305.545
566,2020,Export,0,7108,2066218.455
591,2020,Import,0,7108,1681224.0
591,2020,Export,0,7108,30765446.0
598,2020,Import,0,7108,12463.572
604,2020,Import,0,7108,22631706.04
616,2020,Import,0,7108,191947340.0
634,2020,Import,0,7108,198890466.805
643,2020,Export,0,7108,18536015832.99
699,2020,Import,0,7108,21922211576.049
699,2020,Export,0,7108,255352177.236
702,2020,Import,0,7108,16626712699.003
702,2020,Export,0,7108,15795736272.275
704,2020,Import,0,7108,215964360.171
704,2020,Export,0,7108,6575403.752
710,2020,Export,0,7108,6717385742.973
724,2020,Import,0,7108,266054202.122
724,2020,Export,0,7108,954841770.888
748,2020,Import,0,7108,528.95
748,2020,Export,0,7108,92131.85
752,2020,Import,0,7108,79741631.43
752,2020,Export,0,7108,915406285.876
757,2020,Import,0,7108,87931537081.913
757,2020,Export,0,7108,71656680444.766
776,2020,Import,0,7108,474.345
780,2020,Import,0,7108,500619.289
784,2020,Import,0,7108,37256646538.725
784,2020,Export,0,7108,29303479807.21
800,2020,Import,0,7108,1841914598.0
800,2020,Export,0,7108,1818003348.0
807,2020,Import,0,7108,11973.5
818,2020,Import,0,7108,149548015.243
818,2020,Export,0,7108,2975781468.752
826,2020,Import,0,7108,88335065822.879
826,2020,Export,0,7108,21447642821.992
834,2020,Export,0,7108,2957528918.41
842,2020,Import,0,7108,34686627843.0
842,2020,Export,0,7108,20561622698.0
20,2021,Import,0,7108,16479154.028
36,2021,Import,0,7108,4899927978.709
36,2021,Export,0,7108,17480926519.221
40,2021,Import,0,7108,5175521403.916
40,2021,Export,0,7108,2109027833.384
52,2021,Import,0,7108,1895.0
56,2021,Import,0,7108,466410210.273
70,2021,Export,0,7108,567702.22
72,2021,Export,0,7108,35354438.315
76,2021,Export,0,7108,5294257228.0
84,2021,Import,0,7108,7923.575
96,2021,Import,0,7108,2854728.26
124,2021,Import,0,7108,6529312136.626
136,2021,Import,0,7108,27401952.378
152,2021,Import,0,7108,383078.586
156,2021,Export,0,7108,3145976718.0
180,2021,Export,0,7108,2325365.117
212,2021,Import,0,7108,572.222
214,2021,Import,0,7108,170725487.624
214,2021,Export,0,7108,1747981628.158
246,2021,Import,0,7108,68094589.126
246,2021,Export,0,7108,13717118.151
258,2021,Import,0,7108,241160.886
275,2021,Import,0,7108,40.73
276,2021,Import,0,7108,11080172019.515
276,2021,Export,0,7108,6065677470.397
308,2021,Import,0,7108,204.074
320,2021,Import,0,7108,1222830.0
320,2021,Export,0,7108,7300.0
344,2021,Export,0,7108,30801993998.525
348,2021,Import,0,7108,119872769.0
352,2021,Import,0,7108,758853.647
352,2021,Export,0,7108,138105.181
376,2021,Import,0,7108,89991000.0
376,2021,Export,0,7108,11094000.0
400,2021,Import,0,7108,1106928406.327
400,2021,Export,0,7108,75265931.183
404,2021,Export,0,7108,15473552.652
422,2021,Import,0,7108,665731607.0
422,2021,Export,0,7108,451824967.0
440,2021,Import,0,7108,26518100.0
446,2021,Import,0,7108,13072696.747
484,2021,Import,0,7108,113669695.0
484,2021,Export,0,7108,3413974349.0
490,2021,Import,0,7108,2225357302.666
490,2021,Export,0,7108,808234685.128
512,2021,Import,0,7108,600394685.666
558,2021,Import,0,7108,3546566.89
579,2021,Import,0,7108,7619262.86
579,2021,Export,0,7108,125937055.054
591,2021,Import,0,7108,1945293.0
598,2021,Export,0,7108,248362564.68
616,2021,Import,0,7108,399864553.0
616,2021,Export,0,7108,119498104.0
643,2021,Export,0,7108,17362802257.968
682,2021,Import,0,7108,3683659678.309
686,2021,Import,0,7108,1047.071
699,2021,Import,0,7108,55782957847.473
699,2021,Export,0,7108,5318136.389
702,2021,Import,0,7108,14458298777.86
704,2021,Import,0,7108,256671654.446
704,2021,Export,0,7108,7300122.0
724,2021,Export,0,7108,1966867704.173
752,2021,Export,0,7108,806568183.797
757,2021,Export,0,7108,86757610493.818
762,2021,Export,0,7108,351150013.0
776,2021,Import,0,7108,2446.162
780,2021,Import,0,7108,559067.988
784,2021,Import,0,7108,48181868703.325
818,2021,Import,0,7108,831310078.875
818,2021,Export,0,7108,1110229359.248
826,2021,Export,0,7108,41432361732.552
842,2021,Import,0,7108,13891967131.0
842,2021,Export,0,7108,27719367195.0
860,2021,Import,0,7108,11648630.99
860,2021,Export,0,7108,4109750000.0
36,2022,Import,0,7108,4838140756.32
40,2022,Import,0,7108,6409101346.47
40,2022,Export,0,7108,2589282752.076
52,2022,Import,0,7108,13711.0
100,2022,Import,0,7108,31532198.186
124,2022,Import,0,7108,8105454825.664
136,2022,Import,0,7108,41357975.512
140,2022,Export,0,7108,51279574.117
156,2022,Export,0,7108,3281251509.0
188,2022,Import,0,7108,1083393.18
212,2022,Import,0,7108,135.555
214,2022,Export,0,7108,1377806604.223
242,2022,Import,0,7108,6236.92
246,2022,Export,0,7108,6666163.236
275,2022,Import,0,7108,15175.647
276,2022,Import,0,7108,10690327190.945
288,2022,Export,0,7108,6540960051.305
300,2022,Import,0,7108,17479941.731
320,2022,Import,0,7108,1434810.0
348,2022,Import,0,7108,278845749.0
348,2022,Export,0,7108,52146532.0
376,2022,Import,0,7108,60219000.0
376,2022,Export,0,7108,6341000.0
380,2022,Import,0,7108,7161047981.242
380,2022,Export,0,7108,3782253202.199
392,2022,Export,0,7108,10799925448.671
398,2022,Import,0,7108,249096831.5
400,2022,Import,0,7108,2081260663.644
400,2022,Export,0,7108,41545199.96
410,2022,Import,0,7108,1158064469.0
414,2022,Import,0,7108,1113264476.916
414,2022,Export,0,7108,41320910.341
418,2022,Export,0,7108,805495672.78
428,2022,Import,0,7108,54594965.035
440,2022,Import,0,7108,41246259.0
446,2022,Import,0,7108,25028194.615
484,2022,Import,0,7108,119389979.0
484,2022,Export,0,7108,3098803598.0
490,2022,Import,0,7108,1984605392.67
490,2022,Export,0,7108,1074986252.4
512,2022,Import,0,7108,725698113.299
512,2022,Export,0,7108,45932260.006
528,2022,Import,0,7108,438018391.394
533,2022,Import,0,7108,1994.972
558,2022,Import,0,7108,1591317.86
566,2022,Export,0,7108,150035854.851
608,2022,Import,0,7108,96364544.0
608,2022,Export,0,7108,1062979762.0
616,2022,Import,0,7108,646194617.0
616,2022,Export,0,7108,170316100.0
699,2022,Import,0,7108,36574558371.284
699,2022,Export,0,7108,75275836.799
702,2022,Export,0,7108,15524346362.495
704,2022,Import,0,7108,264993065.296
704,2022,Export,0,7108,11491590.154
752,2022,Export,0,7108,865767962.722
757,2022,Import,0,7108,98951884026.525
757,2022,Export,0,7108,100227921555.838
776,2022,Import,0,7108,3782.068
780,2022,Import,0,7108,693228.701
784,2022,Import,0,7108,59497629608.748
807,2022,Import,0,7108,6423177.45
818,2022,Import,0,7108,316997543.656
818,2022,Export,0,7108,1623734141.0
826,2022,Import,0,7108,41833948553.731
826,2022,Export,0,7108,72701171737.692
842,2022,Import,0,7108,9612185690.0
842,2022,Export,0,7108,37175292755.0
860,2022,Export,0,7108,4110300000.0
894,2022,Export,0,7108,55200130.165
36,2023,Export,0,7108,18827483972.493
40,2023,Import,0,7108,3532639296.797
40,2023,Export,0,7108,2316943445.604
44,2023,Import,0,7108,49214.0
48,2023,Import,0,7108,589563373.5
48,2023,Export,0,7108,97804880.509
60,2023,Import,0,7108,1233.64
68,2023,Import,0,7108,424015.0
108,2023,Import,0,7108,227.129
108,2023,Export,0,7108,74971981.479
124,2023,Import,0,7108,9524345954.696
136,2023,Import,0,7108,1743466.203
152,2023,Import,0,7108,749116.0
180,2023,Export,0,7108,1327514937.096
188,2023,Import,0,7108,3126092.88
203,2023,Export,0,7108,97727941.0
214,2023,Export,0,7108,1175036600.721
218,2023,Import,0,7108,142244.3
242,2023,Export,0,7108,43723391.817
275,2023,Import,0,7108,4958.869
276,2023,Import,0,7108,5180472451.285
288,2023,Export,0,7108,7654649969.934
300,2023,Import,0,7108,19895762.14
320,2023,Import,0,7108,1928916.0
344,2023,Export,0,7108,40235768234.234
348,2023,Import,0,7108,94408987.0
376,2023,Import,0,7108,75443000.0
376,2023,Export,0,7108,4763000.0
380,2023,Import,0,7108,6691057576.073
384,2023,Import,0,7108,666.648
392,2023,Import,0,7108,274376173.231
392,2023,Export,0,7108,12464380531.184
400,2023,Import,0,7108,1373583302.64
400,2023,Export,0,7108,390730460.138
410,2023,Export,0,7108,1545927418.0
422,2023,Import,0,7108,2088643826.0
422,2023,Export,0,7108,325875441.0
428,2023,Import,0,7108,27160299.964
446,2023,Import,0,7108,19457844.673
490,2023,Import,0,7108,1709828738.616
490,2023,Export,0,7108,1179595944.998
512,2023,Import,0,7108,738038953.331
512,2023,Export,0,7108,100732462.781
533,2023,Import,0,7108,36837.988
566,2023,Export,0,7108,141061875.643
604,2023,Export,0,7108,8373413343.48
608,2023,Import,0,7108,78309589.0
616,2023,Import,0,7108,329109690.0
634,2023,Import,0,7108,351589563.081
682,2023,Import,0,7108,7310614894.301
682,2023,Export,0,7108,1408748981.048
699,2023,Import,0,7108,42644273706.892
699,2023,Export,0,7108,74514561.894
702,2023,Import,0,7108,12558643897.038
704,2023,Import,0,7108,270506403.485
704,2023,Export,0,7108,18942944.592
757,2023,Import,0,7108,102247677326.706
780,2023,Import,0,7108,685664.016
784,2023,Import,0,7108,76752128851.262
784,2023,Export,0,7108,52829324883.559
818,2023,Import,0,7108,139176839.144
818,2023,Export,0,7108,1828383212.139
826,2023,Export,0,7108,65218437179.948
842,2023,Import,0,7108,15104622087.0
842,2023,Export,0,7108,26042732408.0
882,2023,Import,0,7108,16039.319
36,2024,Export,0,7108,23554820702.975
40,2024,Export,0,7108,2066798616.336
44,2024,Import,0,7108,12687.0
100,2024,Import,0,7108,210301323.817
124,2024,Import,0,7108,9322316010.858
136,2024,Import,0,7108,23040799.211
144,2024,Import,0,7108,4397261.938
152,2024,Import,0,7108,82274.39
191,2024,Import,0,7108,186477121.0
196,2024,Export,0,7108,11993237.673
208,2024,Export,0,7108,20995845.513
222,2024,Import,0,7108,303151.71
246,2024,Import,0,7108,25969032.395
276,2024,Import,0,7108,6010015863.585
276,2024,Export,0,7108,14700722392.57
300,2024,Import,0,7108,19109450.834
376,2024,Import,0,7108,134969000.0
392,2024,Export,0,7108,17837697074.405
410,2024,Export,0,7108,1220670526.0
422,2024,Import,0,7108,2237698704.0
422,2024,Export,0,7108,278098499.0
428,2024,Import,0,7108,24735289.519
446,2024,Import,0,7108,50482094.566
484,2024,Import,0,7108,131625321.0
490,2024,Import,0,7108,2684717942.959
490,2024,Export,0,7108,1178597827.565
504,2024,Import,0,7108,94475635.138
608,2024,Import,0,7108,86976656.0
616,2024,Import,0,7108,454301106.0
616,2024,Export,0,7108,222673142.0
634,2024,Import,0,7108,626982672.499
642,2024,Export,0,7108,239627122.79
699,2024,Import,0,7108,57568300893.824
699,2024,Export,0,7108,347236208.792
702,2024,Import,0,7108,17629773996.714
702,2024,Export,0,7108,17383273715.165
710,2024,Import,0,7108,1122033874.854
710,2024,Export,0,7108,8174074305.608
716,2024,Export,0,7108,2524753692.335
752,2024,Export,0,7108,764704317.097
757,2024,Export,0,7108,116817692386.546
780,2024,Import,0,7108,561027.83
788,2024,Import,0,7108,60473685.62
818,2024,Import,0,7108,166203795.605
818,2024,Export,0,7108,3245127056.74
842,2024,Import,0,7108,15949710459.0
842,2024,Export,0,7108,29678941764.0
858,2024,Import,0,7108,40687.0